trip.no	area.id	date	grid.id	trap.id	observer	fate	tag.left	tag.right	species	sex	weight	length	notch	repro.stat	died	trap.note
17	P-	16/11/2003	MR2	F8	Yockney	NEW	n/a	9999	Mouse	F	10	60	Spr	Juv		
17	P-	16/11/2003	MR2	G3	Yockney	NEW	n/a	3919	Mouse	M	9	50	Spr	Juv		
17	P-	16/11/2003	MR2	G6	Yockney	RECAP	n/a	4937	Mouse				Spr			
17	P-	16/11/2003	MR2	G8	Yockney	RECAP	n/a	2845	Mouse				Spr			
17	P-	16/11/2003	MR2	G9	Yockney	NEW	n/a	9999	Mouse	F	25	88	Spr	Juv		
17	P-	16/11/2003	MR2	H3	Yockney	NEW	n/a	4949	Mouse	F	8	50	Spr	Juv		
17	P-	16/11/2003	MR2	H5	Yockney	RECAP	n/a	2750	Mouse						y	DOA
17	P-	16/11/2003	MR2	H7	Yockney	OLD	n/a	4965	Mouse	F	23	80	Aut	Juv		
17	P-	16/11/2003	MR2	H9	Yockney	RECAP	n/a	3924	Mouse				Spr			
17	P-	16/11/2003	MR2	I3	Yockney	RECAP	n/a	2951	Mouse				Spr			
17	P-	16/11/2003	MR2	I4	Yockney	NEW	n/a	3901	Mouse	M	21	82	Spr	Juv		
17	P-	16/11/2003	MR2	I5	Yockney	RECAP	n/a	3745	Mouse	M			Win			
17	P-	16/11/2003	MR2	I7	Yockney	RECAP	n/a	4928	Mouse	M			Win			
17	P-	16/11/2003	MR2	I8	Yockney	OLD	n/a	3736	Mouse	M	25	80	Win	Juv		
17	P-	16/11/2003	R1	A1	Yockney	NEW	n/a	3907	Mouse	M	22	80	Spr	Juv		
17	P-	16/11/2003	R1	A5	Yockney	SE	0	0								
17	P-	16/11/2003	R1	A6	Yockney	SE	0	0								
17	P-	16/11/2003	R1	A8	Yockney	RECAP	n/a	4906	Mouse				Spr		y	DOA
17	P-	16/11/2003	R1	C8	Yockney	SE	0	0								
17	P-	16/11/2003	R1	E6	Drew	SE	0	0								
17	P-	16/11/2003	R1	E8	Drew	SE	0	0								
17	P-	16/11/2003	R1	H1	Drew	NEW	n/a	3976	Mouse	?	16	78	Spr			
17	P-	16/11/2003	R1	H5	Drew	SE	0	0								
17	P-	16/11/2003	R1	H6	Drew	NEW	n/a	3948	Mouse	F	17	80	Spr	Adult		
17	P-	16/11/2003	R1	I2	Drew	SE	0	0								
17	P-	16/11/2003	R1	I9	Drew	SE	0	0								
17	P-	17/11/2003	M1	B1	Drew	RECAP	n/a	3952	Mouse				Spr			
17	P-	17/11/2003	M1	B3	Drew	NEW	n/a	3988	Mouse	M	13	78	Spr	Juv		
17	P-	17/11/2003	M1	B4	Drew	RECAP	n/a	3911	Mouse	F			Spr			
17	P-	17/11/2003	M1	C7	Drew	RECAP	n/a	4993	Mouse				Spr			
17	P-	17/11/2003	M1	E1	Yockney	NEW	n/a	9999	Mouse	F	4.5	46	Spr	Juv		
17	P-	17/11/2003	M1	E8	Yockney	RECAP	n/a	4939	Mouse	M			Spr			
17	P-	17/11/2003	M1	F8	Yockney	SE	0	0								
17	P-	17/11/2003	M1	H2	Yockney	NEW	n/a	3915	Mouse	F	13	61	Spr	Juv		
17	P-	17/11/2003	M1	H8	Yockney	RECAP	n/a	2781	Mouse						y	DOA
17	P-	17/11/2003	MR1	A3	Yockney	SE	0	0								
17	P-	17/11/2003	MR1	B8	Yockney	SE	0	0								
17	P-	17/11/2003	MR1	C1	Yockney	NEW	n/a	4935	Mouse	M	21	79	Spr	Juv		
17	P-	17/11/2003	MR1	C5	Yockney	SE	0	0								
17	P-	17/11/2003	MR1	C6	Yockney	SE	0	0								
17	P-	17/11/2003	MR1	C9	Yockney	SE	0	0								
17	P-	17/11/2003	MR1	E6	Yockney	RECAP	n/a	4977	Mouse				Spr			
17	P-	17/11/2003	MR1	G5	Drew	NEW	n/a	3984	Mouse	F	9	70	Spr	Juv		
17	P-	17/11/2003	MR1	G9	Drew	SE	0	0								
17	P-	17/11/2003	MR1	I3	Drew	SE	0	0								
17	P-	17/11/2003	MR2	A1	Drew	NEW	n/a	3992	Mouse	F	10	65	Spr	Juv		
17	P-	17/11/2003	MR2	A3	Drew	RECAP	n/a	4984	Mouse				Win			
17	P-	17/11/2003	MR2	A9	Drew	NEW	n/a	3981	Mouse	F	18	83	Spr	Juv		
17	P-	17/11/2003	MR2	B3	Drew	NEW	n/a	3999	Mouse	F	13	68	Spr	Juv		
17	P-	17/11/2003	MR2	C1	Drew	RECAP	n/a	4953	Mouse				Spr			
17	P-	17/11/2003	MR2	D4	Drew	SE	0	0								
17	P-	17/11/2003	MR2	D9	Drew	RECAP	n/a	3950	Mouse				Spr			
17	P-	17/11/2003	MR2	E3	Drew	RECAP	n/a	4988	Mouse				Spr			
17	P-	17/11/2003	MR2	E7	Drew	NEW	n/a	3980	Mouse	M	13	74	Spr	Juv		
17	P-	17/11/2003	MR2	F1	Yockney	RECAP	n/a	2791	Mouse	M			Spr			
17	P-	17/11/2003	MR2	F3	Yockney	RECAP	n/a	4963	Mouse				Spr			
17	P-	17/11/2003	MR2	F4	Yockney	RECAP	n/a	4955	Mouse				Spr			
17	P-	17/11/2003	MR2	F8	Yockney	RECAP	n/a	2777	Mouse							
17	P-	17/11/2003	MR2	G5	Yockney	RECAP	n/a	4937	Mouse				Spr			
17	P-	17/11/2003	MR2	H5	Yockney	SE	0	0								Robin - released
17	P-	17/11/2003	MR2	H9	Yockney	RECAP	n/a	3930	Mouse				Spr			
17	P-	17/11/2003	MR2	I4	Yockney	RECAP	n/a	2960	Mouse				Spr			
17	P-	17/11/2003	MR2	I7	Yockney	SE	0	0								Waxeye - released
17	P-	17/11/2003	R1	A7	Yockney	SE	0	0								
17	P-	17/11/2003	R1	D3	Yockney	RECAP	n/a	4946	Mouse				Spr			
17	P-	17/11/2003	R1	D4	Yockney	SE	0	0								
17	P-	17/11/2003	R1	E1	Drew	SE	0	0								
17	P-	17/11/2003	R1	E5	Drew	SE	0	0								
17	P-	18/11/2003	M1	A2	Drew	RECAP	n/a	3911	Mouse	F			Spr			
17	P-	18/11/2003	M1	A7	Drew	RECAP	n/a	4993	Mouse				Spr			
17	P-	18/11/2003	M1	B7	Drew	SE	0	0								
17	P-	18/11/2003	M1	D6	Drew	RECAP	n/a	4939	Mouse	M			Spr			
17	P-	18/11/2003	M1	H2	Yockney	RECAP	n/a	3915	Mouse				Spr			
17	P-	18/11/2003	M1	I3	Yockney	RECAP	n/a	4924	Mouse				Spr			
17	P-	18/11/2003	MR1	G5	Drew	RECAP	n/a	4977	Mouse				Spr			
17	P-	18/11/2003	MR2	A1	Drew	RECAP	n/a	4953	Mouse				Spr			
17	P-	18/11/2003	MR2	A3	Drew	NEW	n/a	3990	Mouse	F		75	Spr	Juv		
17	P-	18/11/2003	MR2	A6	Drew	SE	0	0								
17	P-	18/11/2003	MR2	A8	Drew	RECAP	n/a	3950	Mouse				Spr			
17	P-	18/11/2003	MR2	B2	Drew	RECAP	n/a	2822	Mouse				Win		y	DOA
17	P-	18/11/2003	MR2	B3	Drew	OLD	n/a	3978	Mouse	F	16	88	Aut	Juv		
17	P-	18/11/2003	MR2	B5	Drew	RECAP	n/a	4001	Mouse	M			Win			
17	P-	18/11/2003	MR2	B7	Drew	NEW	n/a	3977	Mouse	?	7	55	Spr	Juv		
17	P-	18/11/2003	MR2	B8	Drew	RECAP	n/a	3981	Mouse				Spr			
17	P-	18/11/2003	MR2	C7	Drew	RECAP	n/a	4957	Mouse	M			Spr			
17	P-	18/11/2003	MR2	D1	Drew	NEW	n/a	3989	Mouse	F	11	70	Spr	Juv		
17	P-	18/11/2003	MR2	D2	Drew	RECAP	n/a	2791	Mouse	M			Spr			
17	P-	18/11/2003	MR2	E2	Drew	RECAP	n/a	4988	Mouse				Spr			
17	P-	18/11/2003	MR2	E4	Drew	RECAP	n/a	4973	Mouse				Win			
17	P-	18/11/2003	MR2	E5	Drew	RECAP	n/a	4955	Mouse				Spr			
17	P-	18/11/2003	MR2	E7	Drew	RECAP	n/a	3980	Mouse				Spr			
17	P-	18/11/2003	MR2	F3	Yockney	RECAP	n/a	4963	Mouse				Spr		y	DOA
17	P-	18/11/2003	MR2	F7	Yockney	RECAP	n/a	2777	Mouse							
17	P-	18/11/2003	MR2	F8	Yockney	RECAP	n/a	2845	Mouse				Spr		y	DOA
17	P-	18/11/2003	MR2	G2	Yockney	NEW	n/a	3960	Mouse	F	13	70	Spr	Juv		
17	P-	18/11/2003	MR2	H9	Yockney	RECAP	n/a	4928	Mouse	M			Win			
17	P-	18/11/2003	R1	A2	Yockney	NEW	n/a	3961	Mouse	F	19	74	Spr	Juv		
17	P-	18/11/2003	R1	D7	Yockney	SE	0	0								
17	P-	18/11/2003	R1	D9	Yockney	STOAT	0	0								Stoat ex
17	P-	18/11/2003	R1	H8	Drew	SE	0	0								
17	P-	18/11/2003	R1	I2	Drew	SE	0	0								
17	P-	18/11/2003	R1	I9	Drew	SE	0	0								
17	P+	14/11/2003	M2	A6	Drew	SE	0	0								
17	P+	14/11/2003	M2	A7	Drew	SE	0	0								
17	P+	14/11/2003	M2	A8	Drew	SE	0	0								
17	P+	14/11/2003	M2	C1	Drew	OLD	n/a	4974	Mouse	M	20	82	Win	Juv		
17	P+	14/11/2003	M2	C4	Drew	NEW	n/a	4990	Mouse	M	15	79	Spr	Juv		
17	P+	14/11/2003	M2	D8	Drew	NEW	0	0	Ship Rat		127					Escaped!
17	P+	14/11/2003	M2	H1	Yockney	SE	0	0								
17	P+	14/11/2003	M2	H2	Yockney	SE	0	0								
17	P+	14/11/2003	M2	I6	Yockney	NEW	n/a	9999	Mouse	F	6.5	51	Spr	Juv	y	DOA
17	P+	14/11/2003	M2	I9	Yockney	SE	0	0								
17	P+	14/11/2003	MR1	A1	Drew	SE	0	0								
17	P+	14/11/2003	MR1	C4	Drew	SE	0	0								
17	P+	14/11/2003	MR1	D1	Drew	NEW	2912	3997	Ship Rat	F	22	90		Juv		Tail 95  Right Tag changed from 4181 to 3997 (14/11/2003).
17	P+	14/11/2003	MR1	E6	Drew	NEW	4023	4975	Ship Rat	M	88	145		Adult		Tail 192  (seems long?)
17	P+	14/11/2003	MR1	F1	Yockney	OLD	n/a	3955	Mouse	M	24	86	Win	Juv		
17	P+	14/11/2003	MR1	F8	Yockney	NEW	1583	4193	Kiore	F	30	108		Juv		108 tail
17	P+	14/11/2003	MR1	H3	Yockney	NEW	1466	4182	Kiore	F	35	108		Juv		103 tail
17	P+	14/11/2003	MR1	H6	Yockney	NEW	n/a	3920	Mouse	F	20	80	Spr	Juv		
17	P+	14/11/2003	MR1	H8	Yockney	SE	0	0								
17	P+	14/11/2003	MR1	I7	Yockney	SE	0	0								
17	P+	14/11/2003	MR1	I8	Yockney	SE	0	0								
17	P+	14/11/2003	MR1	I9	Yockney	SE	0	0								
17	P+	14/11/2003	MR2	A7	Drew	SE	0	0								
17	P+	14/11/2003	MR2	A9	Drew	SE	0	0								
17	P+	14/11/2003	MR2	B3	Drew	NEW	n/a	4982	Mouse	F	16	78	Spr	Juv		
17	P+	14/11/2003	MR2	B5	Drew	SE	0	0								
17	P+	14/11/2003	MR2	B7	Drew	SE	0	0								
17	P+	14/11/2003	MR2	B8	Drew	SE	0	0								
17	P+	14/11/2003	MR2	C8	Drew	SE	0	0								
17	P+	14/11/2003	MR2	D1	Drew	SE	0	0								
17	P+	14/11/2003	MR2	D5	Drew	OLD	n/a	2787	Mouse	M	20	85	Win	Adult		
17	P+	14/11/2003	MR2	D6	Drew	SE	0	0								
17	P+	14/11/2003	MR2	D7	Drew	OLD	n/a	4976	Mouse	F	17	77	Win	Juv		
17	P+	14/11/2003	MR2	D9	Drew	SE	0	0								
17	P+	14/11/2003	MR2	E3	Drew	SE	0	0								
17	P+	14/11/2003	MR2	G3	Yockney	SE	0	0								
17	P+	14/11/2003	MR2	G5	Yockney	SE	0	0								
17	P+	14/11/2003	MR2	G6	Yockney	OLD	n/a	2936	Mouse	M	20	85	Win	Juv		
17	P+	14/11/2003	MR2	H3	Yockney	SE	0	0								
17	P+	14/11/2003	MR2	H5	Yockney	OLD	n/a	2944	Mouse	F	24	76	Win	Juv		
17	P+	14/11/2003	MR2	I5	Yockney	SE	0	0								
17	P+	14/11/2003	MR2	I6	Yockney	SE	0	0								
17	P+	14/11/2003	MR2	I7	Yockney	SE	0	0								
17	P+	14/11/2003	MR2	I8	Yockney	SE	0	0								
17	P+	14/11/2003	R2	A3	Drew	OLD	n/a	4005	Mouse	F	15	80	Win	Juv		
17	P+	14/11/2003	R2	A9	Drew	OLD	n/a	4954	Mouse	M	21	80	Win	Juv		
17	P+	14/11/2003	R2	B2	Drew	SE	0	0								
17	P+	14/11/2003	R2	B5	Drew	SE	0	0								
17	P+	14/11/2003	R2	B7	Drew	NEW	n/a	2848	Mouse	M	17	80	Spr	Juv		
17	P+	14/11/2003	R2	C1	Drew	SE	0	0								
17	P+	14/11/2003	R2	C3	Drew	SE	0	0								
17	P+	14/11/2003	R2	C6	Drew	SE	0	0								
17	P+	14/11/2003	R2	D4	Drew	NEW	n/a	4998	Mouse	M	17	83	Spr	Juv		Blind in left eye
17	P+	14/11/2003	R2	E5	Yockney	NEW	n/a	3962	Mouse	F	24	75	Spr	Juv		
17	P+	14/11/2003	R2	F1	Yockney	NEW	n/a	3916	Mouse	M	14	77	Spr	Juv		
17	P+	14/11/2003	R2	F4	Yockney	SE	0	0								
17	P+	14/11/2003	R2	G3	Yockney	SE	0	0								
17	P+	14/11/2003	R2	G8	Yockney	SE	0	0								
17	P+	14/11/2003	R2	I5	Yockney	SE	0	0								
17	P+	14/11/2003	R2	I6	Yockney	SE	0	0								
17	P+	15/11/2003	M2	A1	Drew	NEW	n/a	3934	Mouse	F	10	61	Spr	Juv		
17	P+	15/11/2003	M2	A4	Drew	NEW	9999	9999	Ship Rat	?				Juv	y	DOA
17	P+	15/11/2003	M2	A5	Drew	RECAP	n/a	4990	Mouse	M			Spr	Juv		
17	P+	15/11/2003	M2	B9	Drew	RECAP	n/a	4974	Mouse	M			Win	Juv		
17	P+	15/11/2003	M2	D3	Drew	SE	0	0								
17	P+	15/11/2003	M2	D7	Drew	NEW	n/a	3933	Mouse	F	14	75	Spr	Juv		
17	P+	15/11/2003	M2	E6	Yockney	OLD	n/a	2790	Mouse	F	21.5	76	Win	Juv		
17	P+	15/11/2003	M2	F4	Yockney	SE	0	0								
17	P+	15/11/2003	M2	G1	Yockney	NEW	n/a	2788	Mouse	M	16	65	Spr	Juv		
17	P+	15/11/2003	M2	G4	Yockney	SE	0	0								
17	P+	15/11/2003	M2	H1	Yockney	NEW	n/a	2972	Mouse	F	14	67	Spr	Juv		
17	P+	15/11/2003	M2	I4	Yockney	NEW	n/a	3951	Mouse	F	21	68	Spr	Juv		
17	P+	15/11/2003	M2	I8	Yockney	NEW	n/a	3968	Mouse	F	15	65	Spr	Juv		
17	P+	15/11/2003	MR1	A3	Drew	SE	0	0								
17	P+	15/11/2003	MR1	A8	Drew	SE	0	0								
17	P+	15/11/2003	MR1	F1	Yockney	RECAP	n/a	3955	Mouse				Win			
17	P+	15/11/2003	MR1	F6	Yockney	SE	0	0								
17	P+	15/11/2003	MR1	G7	Yockney	SE	0	0								
17	P+	15/11/2003	MR1	H1	Yockney	NEW	n/a	9999	Mouse	M	5.5	55	Spr	Juv		
17	P+	15/11/2003	MR1	I1	Yockney	NEW	n/a	9999	Mouse	F	18	74	Spr	Juv		
17	P+	15/11/2003	MR2	A1	Drew	SE	0	0								
17	P+	15/11/2003	MR2	A3	Drew	SE	0	0								
17	P+	15/11/2003	MR2	A5	Drew	NEW	n/a	3944	Mouse	M	19	83	Spr	Juv		
17	P+	15/11/2003	MR2	B3	Drew	RECAP	n/a	4982	Mouse				Spr			
17	P+	15/11/2003	MR2	B4	Drew	NEW	n/a	3941	Mouse	M	10	63	Spr	Juv		
17	P+	15/11/2003	MR2	B5	Drew	NEW	n/a	3940	Mouse	F	18	78	Spr	Juv		
17	P+	15/11/2003	MR2	D1	Drew	SE	0	0								
17	P+	15/11/2003	MR2	D4	Drew	RECAP	n/a	2787	Mouse	M			Win	Juv		
17	P+	15/11/2003	MR2	D6	Drew	NEW	n/a	3942	Mouse	F	14	78	Spr	Juv		
17	P+	15/11/2003	MR2	D8	Drew	NEW	n/a	3935	Mouse	M	17	70	Spr	Adult		
17	P+	15/11/2003	MR2	D9	Drew	RECAP	n/a	4976	Mouse	F			Win	Juv		
17	P+	15/11/2003	MR2	E1	Yockney	NEW	n/a	3969	Mouse	M	19.5	73	Spr	Juv		
17	P+	15/11/2003	MR2	E8	Yockney	OLD	n/a	2800	Mouse	M	20	76	Win	Juv		
17	P+	15/11/2003	MR2	F2	Yockney	SE	0	0								
17	P+	15/11/2003	MR2	G6	Yockney	RECAP	n/a	2936	Mouse							
17	P+	15/11/2003	MR2	H2	Yockney	SE	0	0								
17	P+	15/11/2003	MR2	H7	Yockney	RECAP	n/a	2944	Mouse				Win			
17	P+	15/11/2003	MR2	H8	Yockney	SE	0	0								
17	P+	15/11/2003	MR2	H9	Yockney	NEW	n/a	9999	Mouse	M	14	68	Spr	Juv		
17	P+	15/11/2003	MR2	I2	Yockney	SE	0	0								
17	P+	15/11/2003	MR2	I3	Yockney	SE	0	0								
17	P+	15/11/2003	MR2	I4	Yockney	NEW	n/a	3965	Mouse	F	12	62	Spr	Juv		
17	P+	15/11/2003	MR2	I5	Yockney	SE	0	0								
17	P+	15/11/2003	MR2	I6	Yockney	NEW	n/a	4915	Mouse	M	19	76	Spr	Juv		
17	P+	15/11/2003	R2	A2	Drew	NEW	n/a	3931	Mouse	M	14	82	Spr	Juv		
17	P+	15/11/2003	R2	A9	Drew	RECAP	n/a	2848	Mouse	M			Spr	Juv		
17	P+	15/11/2003	R2	E5	Drew	RECAP	n/a	4998	Mouse				Spr			Blind left eye
17	P+	15/11/2003	R2	G6	Yockney	NEW	n/a	3966	Mouse	F	16.5	67	Spr	Juv		
17	P+	15/11/2003	R2	H9	Yockney	OLD	n/a	3912	Mouse	F	27	78	Win	Preg		Preg???
17	P+	15/11/2003	R2	I1	Yockney	RECAP	n/a	3916	Mouse				Spr			
17	P+	16/11/2003	M2	A1	Drew	RECAP	n/a	4974	Mouse	M			Win			
17	P+	16/11/2003	M2	A2	Drew	SE	0	0								
17	P+	16/11/2003	M2	A3	Drew	SE	0	0								
17	P+	16/11/2003	M2	A8	Drew	SE	0	0								
17	P+	16/11/2003	M2	B5	Drew	NEW	n/a	3943	Mouse	F	12	73	Spr	Juv		
17	P+	16/11/2003	M2	C4	Drew	SE	0	0								
17	P+	16/11/2003	M2	E1	Drew	SE	0	0								
17	P+	16/11/2003	M2	E6	Yockney	NEW	n/a	3970	Mouse	M	21	75	Spr	Juv		
17	P+	16/11/2003	M2	F4	Yockney	NEW	n/a	4910	Mouse	F	20	74	Spr	Juv		
17	P+	16/11/2003	M2	G1	Yockney	RECAP	n/a	2972	Mouse				Spr			
17	P+	16/11/2003	M2	G4	Yockney	SE	0	0								
17	P+	16/11/2003	M2	I1	Yockney	RECAP	n/a	2788	Mouse	M			Spr	Adult		
17	P+	16/11/2003	M2	I3	Yockney	RECAP	n/a	3951	Mouse				Spr			
17	P+	16/11/2003	M2	I4	Yockney	SE	0	0								
17	P+	16/11/2003	M2	I7	Yockney	SE	0	0								
17	P+	16/11/2003	MR1	A1	Drew	SE	0	0								
17	P+	16/11/2003	MR1	A4	Drew	SE	0	0								
17	P+	16/11/2003	MR1	A5	Drew	SE	0	0								
17	P+	16/11/2003	MR1	A8	Drew	NEW	3937	3946	Ship Rat	M	122	170		Juv		Tail 150mm
17	P+	16/11/2003	MR1	B3	Drew	SE	0	0								
17	P+	16/11/2003	MR1	B4	Drew	SE	0	0								
17	P+	16/11/2003	MR1	C1	Drew	RECAP	2912	3997	Ship Rat							Right Tag changed from 4181 to 3997 (16/11/2003).
17	P+	16/11/2003	MR1	C2	Drew	SE	0	0								
17	P+	16/11/2003	MR1	C4	Drew	SE	0	0								
17	P+	16/11/2003	MR1	D1	Drew	SE	0	0								
17	P+	16/11/2003	MR1	D2	Drew	SE	0	0								
17	P+	16/11/2003	MR1	D5	Drew	SE	0	0								
17	P+	16/11/2003	MR1	D9	Drew	SE	0	0								
17	P+	16/11/2003	MR1	E1	Drew	SE	0	0								
17	P+	16/11/2003	MR1	E3	Drew	SE	0	0								
17	P+	16/11/2003	MR1	E5	Drew	SE	0	0								
17	P+	16/11/2003	MR1	E6	Drew	SE	0	0								
17	P+	16/11/2003	MR1	E9	Drew	SE	0	0								
17	P+	16/11/2003	MR1	F1	Yockney	SE	0	0								
17	P+	16/11/2003	MR1	F7	Yockney	RECAP	1583	4193	Kiore							
17	P+	16/11/2003	MR1	F8	Yockney	NEW	1446	1503	Ship Rat	F	160	180		Juv		Tail = 190
17	P+	16/11/2003	MR1	G1	Yockney	RECAP	n/a	3955	Mouse				Win			
17	P+	16/11/2003	MR1	G4	Yockney	SE	0	0								
17	P+	16/11/2003	MR1	G9	Yockney	NEW	4188	4192	Ship Rat	F	116	150		Juv		Tail = 200mm
17	P+	16/11/2003	MR1	H3	Yockney	RECAP	1466	4182	Kiore							
17	P+	16/11/2003	MR1	H6	Yockney	RECAP	n/a	3920	Mouse				Spr			
17	P+	16/11/2003	MR1	I1	Yockney	SE	0	0								
17	P+	16/11/2003	MR1	I7	Yockney	SE	0	0								
17	P+	16/11/2003	MR1	I8	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	A1	Drew	SE	0	0								
17	P+	16/11/2003	MR2	A2	Drew	SE	0	0								
17	P+	16/11/2003	MR2	A5	Drew	NEW	n/a	3939	Mouse	?	8	50	Spr	Juv		
17	P+	16/11/2003	MR2	A9	Drew	SE	0	0								
17	P+	16/11/2003	MR2	B5	Drew	RECAP	n/a	3940	Mouse				Spr			
17	P+	16/11/2003	MR2	C4	Drew	RECAP	n/a	4982	Mouse				Spr			
17	P+	16/11/2003	MR2	C6	Drew	RECAP	n/a	3942	Mouse				Spr			
17	P+	16/11/2003	MR2	D1	Drew	RECAP	n/a	2787	Mouse	M			Win			
17	P+	16/11/2003	MR2	D4	Drew	SE	0	0								
17	P+	16/11/2003	MR2	D7	Drew	RECAP	n/a	4976	Mouse	F			Win			
17	P+	16/11/2003	MR2	D8	Drew	RECAP	n/a	3935	Mouse				Spr			
17	P+	16/11/2003	MR2	E6	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	E7	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	E9	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	F1	Yockney	RECAP	n/a	3969	Mouse				Spr			
17	P+	16/11/2003	MR2	F2	Yockney	OLD	n/a	1002	Mouse	F	17.5	74	Win	Juv		
17	P+	16/11/2003	MR2	F3	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	F7	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	F8	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	G1	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	G2	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	G3	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	G4	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	G5	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	G6	Yockney	RECAP	n/a	2944	Mouse				Win			
17	P+	16/11/2003	MR2	G7	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	G8	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	G9	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	H2	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	H3	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	H7	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	H8	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	H9	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	I2	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	I3	Yockney	SE	0	0								
17	P+	16/11/2003	MR2	I5	Yockney	RECAP	n/a	3971	Mouse	M	18	75	Spr	Juv		R??
17	P+	16/11/2003	MR2	I8	Yockney	SE	0	0								
17	P+	16/11/2003	R2	A7	Drew	SE	0	0								
17	P+	16/11/2003	R2	B2	Drew	RECAP	n/a	3931	Mouse				Spr			
17	P+	16/11/2003	R2	B8	Drew	RECAP	n/a	2848	Mouse	M			Spr			
17	P+	16/11/2003	R2	C1	Drew	RECAP	n/a	3962	Mouse				Spr			
17	P+	16/11/2003	R2	C4	Drew	SE	0	0								
17	P+	16/11/2003	R2	D6	Drew	SE	0	0								
17	P+	16/11/2003	R2	D8	Drew	SE	0	0								
17	P+	16/11/2003	R2	D9	Drew	SE	0	0								
17	P+	16/11/2003	R2	E5	Yockney	RECAP	n/a	4998	Mouse				Spr			
17	P+	16/11/2003	R2	G8	Yockney	RECAP	n/a	3966	Mouse				Spr			
17	P+	16/11/2003	R2	G9	Yockney	SE	0	0								
17	P+	16/11/2003	R2	H1	Yockney	RECAP	n/a	3916	Mouse				Spr			
17	P+	16/11/2003	R2	H3	Yockney	NEW	n/a	3925	Mouse	M	14	69	Spr	Juv		
17	P+	16/11/2003	R2	H5	Yockney	SE	0	0								
17	P+	16/11/2003	R2	H7	Yockney	SE	0	0								
17	P+	16/11/2003	R2	H8	Yockney	SE	0	0								
17	P+	16/11/2003	R2	I4	Yockney	SE	0	0								
17	P+	16/11/2003	R2	I5	Yockney	SE	0	0								
17	P+	16/11/2003	R2	I6	Yockney	SE	0	0								
17	P+	17/11/2003	M2	A1	Yockney	RECAP	n/a	4974	Mouse	M			Win			
17	P+	17/11/2003	M2	B5	Yockney	RECAP	n/a	3943	Mouse				Spr			
17	P+	17/11/2003	M2	D2	Yockney	SE	0	0								
17	P+	17/11/2003	M2	D4	Yockney	RECAP	n/a	4990	Mouse	M			Spr			
17	P+	17/11/2003	M2	E1	Yockney	SE	0	0								
17	P+	17/11/2003	M2	E2	Yockney	SE	0	0								
17	P+	17/11/2003	M2	E3	Yockney	SE	0	0								
17	P+	17/11/2003	M2	E4	Yockney	RECAP	n/a	4910	Mouse				Spr			
17	P+	17/11/2003	M2	E6	Yockney	RECAP	n/a	2790	Mouse	F			Win			
17	P+	17/11/2003	M2	F4	Yockney	RECAP	n/a	3970	Mouse				Spr			
17	P+	17/11/2003	M2	G1	Yockney	RECAP	n/a	2788	Mouse	M			Spr			
17	P+	17/11/2003	M2	I4	Yockney	RECAP	n/a	3951	Mouse				Spr			
17	P+	17/11/2003	M2	I6	Yockney	RECAP	n/a	3933	Mouse				Spr			
17	P+	17/11/2003	MR1	A2	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	A6	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	A7	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	A9	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	B1	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	B4	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	B6	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	C1	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	C2	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	C3	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	C7	Yockney	NEW	n/a	3987	Mouse	M	13	75	Spr	Juv		
17	P+	17/11/2003	MR1	C9	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	D1	Yockney	RECAP	2912	3997	Ship Rat							New right tag
17	P+	17/11/2003	MR1	D4	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	D7	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	D9	Yockney	SE	0	0								
17	P+	17/11/2003	MR1	E4	Yockney	SE	0	0								
