trip.no	area.id	date	grid.id	trap.id	observer	fate	tag.left	tag.right	species	sex	weight	length	notch	repro.stat	died	trap.note
2	P-	4/08/1999	M1	C8	Young	NEW	n/a	261	Mouse	F	9	70	Win	Juv		
2	P-	4/08/1999	M1	D3	Young	NEW	n/a	284	Mouse	M	10	60	Win	Adult		
2	P-	4/08/1999	M1	D4	Young	NEW	n/a	253	Mouse	F	10	60	Win	Juv		
2	P-	4/08/1999	M1	D7	Young	NEW	n/a	271	Mouse	M	14	65	Win	Juv		
2	P-	4/08/1999	M1	D8	Young	NEW	n/a	294	Mouse	M	14	60	Win	Juv		
2	P-	4/08/1999	M1	D9	Young	SE										
2	P-	4/08/1999	M1	E3	Young	NEW	n/a	273	Mouse	M	18	75	Win	Adult		
2	P-	4/08/1999	M1	E6	Young	NEW	n/a	281	Mouse	M	18	75	Win	Adult		
2	P-	4/08/1999	M1	E7	Yockney	NEW	n/a	204	Mouse	M	17	80	Win	Adult		
2	P-	4/08/1999	M1	E9	Yockney	NEW	n/a	203	Mouse	M	13	75	Win	Juv		
2	P-	4/08/1999	M1	F3	Yockney	OLD	n/a	115	Mouse	M	19	80	Aut	Adult		
2	P-	4/08/1999	M1	F9	Yockney	NEW	n/a	205	Mouse	F	13	65	Win	Juv		
2	P-	4/08/1999	M1	G2	Yockney	NEW	n/a	206	Mouse	M	10	60	Win	Juv		
2	P-	4/08/1999	M1	G4		NEW	n/a	207	Mouse	M	9	60	Win	Juv		
2	P-	4/08/1999	M1	H5	Yockney	NEW	n/a	208	Mouse	?	12	70	Win	Adult		
2	P-	4/08/1999	M1	I3	Young	NEW	n/a	266	Mouse	F	16	65	Win	Adult		
2	P-	4/08/1999	M1	I6	Young	NEW	n/a		Mouse						y	DOA
2	P-	4/08/1999	M1	I8	Young	DEAD										
2	P-	4/08/1999	M2	A4	Young	NEW	n/a	268	Mouse	F	14	60	Win	Adult		
2	P-	4/08/1999	M2	A9	Young	SE										
2	P-	4/08/1999	M2	B1	Young	SE										
2	P-	4/08/1999	M2	B4	Young	NEW	n/a	293	Mouse	M	10	60	Win	Adult		
2	P-	4/08/1999	M2	E1	Young	NEW	n/a	292	Mouse	M	14.5	60	Win	Adult		
2	P-	4/08/1999	M2	E5	Young	SE										
2	P-	4/08/1999	M2	F1	Young	NEW	n/a	254	Mouse	F	20	75	Win	Preg		
2	P-	4/08/1999	M2	F2	Young	NEW	n/a	285	Mouse	M	13	65	Win	Adult		
2	P-	4/08/1999	M2	H5	Yockney	NEW	n/a	209	Mouse	M	19	85	Win	Adult		
2	P-	4/08/1999	M2	I7	Yockney	NEW	n/a	210	Mouse	?	10	70	Win	Juv		
2	P-	4/08/1999	MR1	A1	Ruscoe	NEW	n/a	157	Mouse	F	18	75	Win	Adult		
2	P-	4/08/1999	MR1	A2	Ruscoe	NEW	n/a	173	Mouse	F	10	64	Win	Juv		
2	P-	4/08/1999	MR1	A9	Ruscoe	SE										
2	P-	4/08/1999	MR1	B1	Drew	NEW	n/a	60	Mouse	M	15.5	80	Win	Adult		
2	P-	4/08/1999	MR1	B4	Drew	NEW	n/a	57	Mouse	M	14.5	75	Win	Adult		
2	P-	4/08/1999	MR1	B5	Drew	NEW	n/a	67	Mouse	?	14	70	Win	Adult		
2	P-	4/08/1999	MR1	C3	Drew	NEW	n/a	65	Mouse	?	11	65	Win	Juv		
2	P-	4/08/1999	MR1	C4	Drew	NEW	n/a	69	Mouse	?	10	65	Win	Juv		
2	P-	4/08/1999	MR1	C6	Drew	NEW	n/a	54	Mouse	M	14	70	Win	Juv		
2	P-	4/08/1999	MR1	C8	Drew	NEW	n/a	56	Mouse	?	15	70	Win			
2	P-	4/08/1999	MR1	D3	Drew	NEW	n/a	49	Mouse	?	13	70	Win			
2	P-	4/08/1999	MR1	D8	Drew	NEW	n/a	62	Mouse	?	12	70	Win			
2	P-	4/08/1999	MR1	E4	Ruscoe	NEW	n/a	95	Mouse	M	14.5	74	Win	Adult		
2	P-	4/08/1999	MR1	E5	Ruscoe	NEW	n/a	163	Mouse	F	10.5	60	Win	Juv		
2	P-	4/08/1999	MR1	E6	Ruscoe	NEW	n/a	200	Mouse	M	11	66	Win	Juv		
2	P-	4/08/1999	MR1	E7	Ruscoe	NEW	n/a	188	Mouse	M	11	70	Win	Juv		
2	P-	4/08/1999	MR1	E8	Ruscoe	OLD	n/a	189	Mouse	M	21.5	86	Aut	Adult		
2	P-	4/08/1999	MR1	E9	Ruscoe	NEW	n/a	170	Mouse	M	13.5	70	Win	Adult		
2	P-	4/08/1999	MR1	F2	Drew	NEW	n/a	58	Mouse	?	10	60	Win	Juv		
2	P-	4/08/1999	MR1	F3	Drew	NEW	n/a	73	Mouse	F	11	65	Win			
2	P-	4/08/1999	MR1	G2	Drew	OLD	n/a	61	Mouse	M	19	70	Aut	Adult		
2	P-	4/08/1999	MR1	H5	Ruscoe	NEW	n/a	119	Mouse	M	17	71	Win	Adult		
2	P-	4/08/1999	MR1	I1	Ruscoe	NEW	n/a	123	Mouse	F	12	66	Win	Juv		
2	P-	4/08/1999	MR2	A1	Ruscoe	NEW	n/a	187	Mouse	F	12	65	Win	Juv		
2	P-	4/08/1999	MR2	A3	Ruscoe	NEW	n/a	193	Mouse	M	15	70	Win	Adult		
2	P-	4/08/1999	MR2	A8	Ruscoe	NEW	n/a	156	Mouse	M	12	67	Win	Adult		
2	P-	4/08/1999	MR2	B1	Drew	NEW	n/a	63	Mouse	F	12	70	Win	Adult		
2	P-	4/08/1999	MR2	B2	Drew	DEAD	n/a		Mouse							
2	P-	4/08/1999	MR2	B4	Drew	NEW	n/a	72	Mouse	?	13	75	Win			
2	P-	4/08/1999	MR2	B7	Drew	NEW	n/a	48	Mouse	F	16	70	Win	Adult		
2	P-	4/08/1999	MR2	B9	Drew	NEW	n/a	70	Mouse	?	11	60	Win	Juv		
2	P-	4/08/1999	MR2	C1	Drew	NEW	n/a	66	Mouse	?	14	70	Win			
2	P-	4/08/1999	MR2	C2	Drew	SE										Robin released
2	P-	4/08/1999	MR2	C5	Drew	NEW	n/a	59	Mouse	M	18	75	Win	Adult		
2	P-	4/08/1999	MR2	C7	Drew	NEW	n/a	47	Mouse	F	10	60	Win	Juv		
2	P-	4/08/1999	MR2	C8	Drew	NEW	n/a	50	Mouse	?	10.5	65	Win	Juv		
2	P-	4/08/1999	MR2	D6	Drew	NEW	n/a	68	Mouse	F	17.5	70	Win	Adult		
2	P-	4/08/1999	MR2	D7	Drew	NEW	n/a	55	Mouse	?	10.5	65	Win			
2	P-	4/08/1999	MR2	E1	Ruscoe	NEW	n/a	79	Mouse	F			Win	Adult		
2	P-	4/08/1999	MR2	E7	Ruscoe	SE										
2	P-	4/08/1999	MR2	F1	Young	SE										
2	P-	4/08/1999	MR2	F2	Young	NEW	n/a	262	Mouse	F	19	70	Win	Preg		
2	P-	4/08/1999	MR2	F7	Yockney	SE										
2	P-	4/08/1999	MR2	F9	Yockney	NEW	n/a	213	Mouse	M	12	70	Win	Juv		
2	P-	4/08/1999	MR2	G5	Drew	NEW	1119	1135	Ship Rat	F	89	145	Win	Juv		
2	P-	4/08/1999	MR2	G8	Drew	NEW	n/a	64	Mouse	F	11	70	Win	Juv		
2	P-	4/08/1999	MR2	H2	Ruscoe	NEW	n/a	112	Mouse	M	14	69	Win	Adult		
2	P-	4/08/1999	MR2	H4	Ruscoe	NEW	n/a	183	Mouse	M	13	69	Win	Adult		
2	P-	4/08/1999	MR2	H8	Yockney	NEW	n/a	214	Mouse	M	19	85	Win	Adult		
2	P-	4/08/1999	MR2	I1	Ruscoe	SE										
2	P-	4/08/1999	MR2	I3	Ruscoe	NEW	n/a	11	Mouse	F	16	66	Win	Adult		
2	P-	4/08/1999	MR2	I7	Ruscoe	NEW	n/a	166	Mouse	M	13.5	67	Win	Juv		
2	P-	4/08/1999	R1	A1	Ruscoe	SE										
2	P-	4/08/1999	R1	A3	Ruscoe	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	A9	Ruscoe	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	B9	Ruscoe	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	C1	Drew	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	C8	Drew	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	D1	Drew	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	D9	Drew	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	F1	Ruscoe	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	F4	Ruscoe	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	F5	Ruscoe	SE										Silvereye released alive
2	P-	4/08/1999	R1	F7	Ruscoe	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	G5	Drew	SE	n/a		Mouse							
2	P-	4/08/1999	R1	H2	Drew	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	H5	Drew	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	H9	Drew	DEAD	n/a		Mouse							
2	P-	4/08/1999	R1	I1	Drew	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	A1	Young	DEAD										
2	P-	4/08/1999	R2	A6	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	A8	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	A9	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	B1	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	B4	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	B6	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	B8	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	C3	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	C6	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	D1	Young	NEW	1195	1021	Ship Rat	M	129	170		Adult		
2	P-	4/08/1999	R2	D2	Young	DEAD										
2	P-	4/08/1999	R2	D5	Young	DEAD										
2	P-	4/08/1999	R2	D8	Young	DEAD										
2	P-	4/08/1999	R2	D9	Young	DEAD										
2	P-	4/08/1999	R2	E3	Young	DEAD										
2	P-	4/08/1999	R2	E6	Young	DEAD										
2	P-	4/08/1999	R2	E9	Young	DEAD										
2	P-	4/08/1999	R2	F6	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	G2	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	G3	Yockney	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	G4	Yockney	SE										
2	P-	4/08/1999	R2	H9	Young	SE										
2	P-	4/08/1999	R2	I1	Young	DEAD	n/a		Mouse							
2	P-	4/08/1999	R2	I8	Young	SE										
2	P-	4/08/1999	R2	I9	Young	DEAD										
2	P-	5/08/1999	M1	A5	Young	NEW	n/a	493	Mouse	M	19	70	Win	Adult		
2	P-	5/08/1999	M1	A6	Young	NEW	n/a	470	Mouse	?	20	75	Win	Adult		
2	P-	5/08/1999	M1	A7	Young	NEW	n/a	472	Mouse	M	12	50	Win	Adult		
2	P-	5/08/1999	M1	A8	Young	DEAD			Ship Rat							
2	P-	5/08/1999	M1	B1	Young	NEW	n/a	480	Mouse	M	18	80	Win	Adult		
2	P-	5/08/1999	M1	C2	Yockney	NEW	n/a	222	Mouse	F	11	70	Win	Juv		
2	P-	5/08/1999	M1	C3	Yockney	NEW	n/a	215	Mouse	M	11	60	Win	Juv		
2	P-	5/08/1999	M1	C4	Yockney	RECAP	n/a	256	Mouse	M			Win			
2	P-	5/08/1999	M1	C9	Yockney	NEW	n/a	217	Mouse	F	8	55	Win	Juv		
2	P-	5/08/1999	M1	D4	Yockney	RECAP	n/a	281	Mouse	M	15	80	Win	Adult		
2	P-	5/08/1999	M1	E2	Young	NEW	n/a	451	Mouse	?	12	60	Win	Juv		
2	P-	5/08/1999	M1	E3	Young	NEW	n/a	461	Mouse				Win			
2	P-	5/08/1999	M1	E6	Young	DEAD			Ship Rat							
2	P-	5/08/1999	M1	G2	Yockney	NEW	n/a	218	Mouse	F	9	60	Win	Juv		
2	P-	5/08/1999	M1	G3	Yockney	RECAP	n/a	115	Mouse	M			Aut			
2	P-	5/08/1999	M1	G8	Yockney	NEW	n/a	219	Mouse	M	20	85	Win	Adult		
2	P-	5/08/1999	M2	B3	Young	SE										
2	P-	5/08/1999	M2	B4	Young	NEW	n/a	474	Mouse	M	19	70	Win	Adult		
2	P-	5/08/1999	M2	C2	Yockney	SE										
2	P-	5/08/1999	M2	C3	Yockney	NEW	n/a	220	Mouse	F	18	75	Win	Adult		
2	P-	5/08/1999	M2	C7	Yockney	NEW	n/a	211	Mouse	F	11	80	Win	Adult		
2	P-	5/08/1999	M2	D1	Yockney	NEW	n/a	212	Mouse	M	18	75	Win	Adult		
2	P-	5/08/1999	M2	D8	Yockney	NEW	n/a	221	Mouse	M		85	Win	Adult		
2	P-	5/08/1999	M2	D9	Yockney	NEW	n/a	250	Mouse	F	13	70	Win	Juv		
2	P-	5/08/1999	M2	F2	Young	SE										
2	P-	5/08/1999	M2	F5	Young	SE										
2	P-	5/08/1999	M2	G4	Yockney	SE										
2	P-	5/08/1999	M2	I2	Young	OLD	n/a	476	Mouse	M	22.5	80	Aut	Adult		
2	P-	5/08/1999	M2	I5	Young	SE										
2	P-	5/08/1999	M2	I7	Young	SE										
2	P-	5/08/1999	MR1	A4	Ruscoe	NEW	n/a	94	Mouse	M	11.5	60	Win	Juv		
2	P-	5/08/1999	MR1	B4	Ruscoe	NEW	1131	1125	Ship Rat	F	94	150	Win	Juv		
2	P-	5/08/1999	MR1	C1	Ruscoe	RECAP	n/a	60	Mouse	M	16	75	Win	Adult		
2	P-	5/08/1999	MR1	C7	Ruscoe	NEW	n/a	71	Mouse	F	13	65	Win	Juv		
2	P-	5/08/1999	MR1	D5	Ruscoe	NEW	n/a	390	Mouse	M	14.5	75	Win	Adult		
2	P-	5/08/1999	MR1	E2	Ruscoe	NEW	1077	1014	Ship Rat	M	127	135	Win	Adult		
2	P-	5/08/1999	MR1	E3	Ruscoe	NEW	n/a	286	Mouse	F	12.5	66	Win	Juv		
2	P-	5/08/1999	MR1	E7	Ruscoe	NEW	n/a	296	Mouse	M	15.5	72	Win	Juv		
2	P-	5/08/1999	MR1	E9	Ruscoe	NEW	n/a	153	Mouse	F	13	63	Win	Juv		
2	P-	5/08/1999	MR1	F5	Ruscoe	NEW	n/a	326	Mouse	M	5	70	Win	Adult		
2	P-	5/08/1999	MR1	H1	Ruscoe	NEW	n/a	344	Mouse	?	10.5		Win	Juv		
2	P-	5/08/1999	MR1	H3	Ruscoe	NEW	n/a	343	Mouse	?	12	75	Win	Juv		
2	P-	5/08/1999	MR1	H9	Ruscoe	NEW	n/a	345	Mouse	F	21	80	Win	Preg		
2	P-	5/08/1999	MR1	I1	Ruscoe	NEW	n/a	272	Mouse	F	16	67	Win	Adult		
2	P-	5/08/1999	MR1	I7	Ruscoe	NEW	n/a	179	Mouse	M	16.5	70	Win	Adult		
2	P-	5/08/1999	MR2	A1	Drew	OLD	n/a	346	Mouse	M	18.5	85	Aut	Adult		
2	P-	5/08/1999	MR2	A2	Drew	NEW	n/a	347	Mouse	M	15	75	Win	Adult		
2	P-	5/08/1999	MR2	A3	Drew	SE										
2	P-	5/08/1999	MR2	A9	Drew	NEW	n/a	350	Mouse	M	18	78	Win	Adult		
2	P-	5/08/1999	MR2	B7	Drew	NEW	n/a	348	Mouse	F	12	65	Win	Juv		
2	P-	5/08/1999	MR2	D2	Drew	OLD	n/a	349	Mouse	M	19	80	Aut	Adult		
2	P-	5/08/1999	MR2	D3	Drew	NEW	n/a	342	Mouse	F	14.5	70	Win	Adult		
2	P-	5/08/1999	MR2	E2	Drew	RECAP	n/a	262	Mouse	F	17	70	Win	Adult		
2	P-	5/08/1999	MR2	E4	Drew	NEW	n/a	341	Mouse	F	22	75	Win	Preg		
2	P-	5/08/1999	MR2	E6	Drew	NEW	n/a	327	Mouse	M	14.5	70	Win	Adult		
2	P-	5/08/1999	MR2	E7	Drew	NEW	n/a	328	Mouse	F	11	63	Win	Juv		
2	P-	5/08/1999	MR2	F1	Ruscoe	SE										
2	P-	5/08/1999	MR2	F3	Ruscoe	NEW	n/a	297	Mouse	M	10.5	55	Win	Juv		
2	P-	5/08/1999	MR2	F7	Ruscoe	NEW	n/a	122	Mouse	F	23	72	Win	Preg		
2	P-	5/08/1999	MR2	H2	Ruscoe	RECAP	n/a	64	Mouse	F	11.5	65	Win	Juv		
2	P-	5/08/1999	MR2	I6	Ruscoe	SE										
2	P-	5/08/1999	R1	A3	Ruscoe	NEW	1058	1059	Ship Rat	F	95	138	Win	Adult		
2	P-	5/08/1999	R1	A6	Ruscoe	DEAD	n/a		Mouse							
2	P-	5/08/1999	R1	A8	Ruscoe	DEAD	n/a		Mouse							
2	P-	5/08/1999	R1	B9	Ruscoe	DEAD	n/a		Mouse							
2	P-	5/08/1999	R1	C1	Ruscoe	DEAD	n/a		Mouse							
2	P-	5/08/1999	R1	C2	Ruscoe	DEAD	n/a		Mouse							
2	P-	5/08/1999	R1	C5	Ruscoe	DEAD	n/a		Mouse							
2	P-	5/08/1999	R1	D1	Ruscoe	SE										
2	P-	5/08/1999	R1	D2	Ruscoe	DEAD	n/a		Mouse							
2	P-	5/08/1999	R1	D9	Ruscoe	DEAD										
2	P-	5/08/1999	R1	E4	Ruscoe	DEAD	n/a		Mouse							
2	P-	5/08/1999	R1	H5	Ruscoe	NEW	1106	1148	Ship Rat	F	100		Win	Juv		
2	P-	5/08/1999	R1	I1	Ruscoe	DEAD	n/a		Mouse							Two mice in one trap
2	P-	5/08/1999	R1	I3	Ruscoe	DEAD	n/a		Mouse							
2	P-	5/08/1999	R1	I5	Ruscoe	SE										
2	P-	5/08/1999	R1	I6	Ruscoe	DEAD	n/a		Mouse							
2	P-	5/08/1999	R2	D5	Young	DEAD										
2	P-	5/08/1999	R2	E7	Young	DEAD	n/a		Mouse							
2	P-	5/08/1999	R2	E9	Young	SE										
2	P-	5/08/1999	R2	H3	Young	DEAD	n/a		Mouse							
2	P-	5/08/1999	R2	H5	Young	DEAD	n/a		Mouse							
2	P-	5/08/1999	R2	H7	Young	DEAD	n/a		Mouse							
2	P-	5/08/1999	R2	I3	Young	DEAD	n/a		Mouse							
2	P-	5/08/1999	R2	I9	Young	SE	n/a		Mouse							
2	P-	6/08/1999	M1	A1	Young	RECAP	n/a	480	Mouse	M			Win			
2	P-	6/08/1999	M1	A4	Young	RECAP	n/a	493	Mouse	M			Win			
2	P-	6/08/1999	M1	A6	Young	NEW	n/a	492	Mouse	M	22.5	80	Win	Adult		
2	P-	6/08/1999	M1	C3	Yockney	OLD	n/a	223	Mouse	F	19.5	80	Win	Preg		
2	P-	6/08/1999	M1	C5	Yockney	NEW	n/a	216	Mouse	F	13	70	Win	Juv		
2	P-	6/08/1999	M1	C6	Yockney	RECAP	n/a	202	Mouse	M			Win	Adult		
2	P-	6/08/1999	M1	C7	Yockney	SE										
2	P-	6/08/1999	M1	C9	Yockney	NEW	n/a	247	Mouse	M	14	75	Win	Adult		
2	P-	6/08/1999	M1	D1	Young	RECAP	n/a	273	Mouse	M	17	80	Win	Adult		
2	P-	6/08/1999	M1	D2	Yockney	RECAP	n/a	256	Mouse	M			Win	Adult		
2	P-	6/08/1999	M1	D3	Yockney	RECAP	n/a	284	Mouse	M			Win	Adult		
2	P-	6/08/1999	M1	D5	Yockney	RECAP	n/a	281	Mouse	M			Win	Adult		
2	P-	6/08/1999	M1	G1	Yockney	RECAP	n/a	206	Mouse	M			Win			
2	P-	6/08/1999	M1	G3	Young	RECAP	n/a	207	Mouse	M			Win	Juv		
2	P-	6/08/1999	M1	H6	Young	OLD	n/a	473	Mouse	M	19	80	Aut	Adult		
2	P-	6/08/1999	M1	H7	Young	RECAP	n/a	219	Mouse	M			Win			
2	P-	6/08/1999	M1	H8	Young	NEW	n/a	479	Mouse	M	15	75	Win			
2	P-	6/08/1999	M1	I3	Young	NEW	n/a	483	Mouse	F	16	70	Win			
2	P-	6/08/1999	M1	I7	Young	NEW	n/a	465	Mouse	F	13	60	Win	Juv		
2	P-	6/08/1999	M2	A9	Young	NEW	n/a	454	Mouse	M	14	70	Win			
2	P-	6/08/1999	M2	B3	Young	NEW	n/a	457	Mouse	M	16	70	Win			
2	P-	6/08/1999	M2	B4	Drew	NEW	n/a	496	Mouse	?			Win			escaped after tagging
2	P-	6/08/1999	M2	B6		NEW	n/a	463	Mouse	M	13	60	Win	Juv		
2	P-	6/08/1999	M2	C3	Yockney	DEAD			Ship Rat							
2	P-	6/08/1999	M2	D2	Yockney	SE										
2	P-	6/08/1999	M2	D3	Yockney	SE										
2	P-	6/08/1999	M2	F4	Young	RECAP	n/a	209	Mouse	M			Win			
2	P-	6/08/1999	M2	H1	Yockney	NEW	n/a	242	Mouse	F	14	70	Win	Juv		
2	P-	6/08/1999	M2	H7	Yockney	SE										
2	P-	6/08/1999	M2	I2	Young	NEW	n/a	467	Mouse	M	16	70	Win			
2	P-	6/08/1999	M2	I3	Yockney	NEW	n/a	236	Mouse	M	19	75	Win	Adult		
2	P-	6/08/1999	MR1	B3	Drew	NEW	n/a	329	Mouse	M	16.5	76	Win	Adult		
2	P-	6/08/1999	MR1	B4	Drew	SE										
2	P-	6/08/1999	MR1	B6	Drew	RECAP	n/a	67	Mouse	?	15	70	Win	Adult		
2	P-	6/08/1999	MR1	B7	Ruscoe	OLD	n/a	80	Mouse	M	18	79	Aut	Adult		
2	P-	6/08/1999	MR1	E4	Drew	NEW	n/a	340	Mouse	F	13	70	Win	Adult		
2	P-	6/08/1999	MR1	E5	Drew	RECAP	n/a	163	Mouse	F	13	68	Win	Juv		
2	P-	6/08/1999	MR1	E7	Drew	NEW	n/a	338	Mouse	F	10.5	67	Win	Juv		
2	P-	6/08/1999	MR1	E9	Drew	NEW	n/a	337	Mouse	F	21.5	85	Win	Adult		
2	P-	6/08/1999	MR1	F9	Ruscoe	RECAP	n/a	296	Mouse	M		90	Win	Adult		
2	P-	6/08/1999	MR1	G1	Ruscoe	RECAP	n/a	73	Mouse	F			Win	Adult		
2	P-	6/08/1999	MR1	G7	Ruscoe	NEW	n/a	263	Mouse	M	15.5	70	Win	Adult		
2	P-	6/08/1999	MR1	G9	Ruscoe	RECAP	n/a	345	Mouse	F		74	Win	Adult		
2	P-	6/08/1999	MR1	H1	Drew	OLD	n/a	339	Mouse	F	18	79	Aut	Adult		
2	P-	6/08/1999	MR1	I1	Ruscoe	RECAP	n/a	61	Mouse	M		78	Aut	Adult		
2	P-	6/08/1999	MR1	I7	Drew	SE										
2	P-	6/08/1999	MR2	A2	Drew	NEW	n/a	302	Mouse	F	12	72	Win	Adult		
2	P-	6/08/1999	MR2	A3	Drew	RECAP	n/a	347	Mouse	M	12	75	Win	Adult		
2	P-	6/08/1999	MR2	A5	Ruscoe	RECAP	n/a	59	Mouse	M	16	70	Win	Adult		
2	P-	6/08/1999	MR2	A8	Ruscoe	SE										
2	P-	6/08/1999	MR2	C8	Young	RECAP	n/a	50	Mouse				Win			
2	P-	6/08/1999	MR2	C9	Young	NEW	n/a	458	Mouse	F	14	60	Win			
2	P-	6/08/1999	MR2	D2	Young	NEW	n/a	497	Mouse	F	16	70	Win	Adult		
2	P-	6/08/1999	MR2	E1	Young	SE										
2	P-	6/08/1999	MR2	E8	Young	NEW	n/a	495	Mouse	M	15	65	Win	Adult		
2	P-	6/08/1999	MR2	E9	Young	NEW	n/a	498	Mouse	M	22.5	80	Win	Adult		
2	P-	6/08/1999	MR2	F3	Ruscoe	NEW	n/a	299	Mouse	F	15.5	71	Win	Adult		
2	P-	6/08/1999	MR2	F4	Ruscoe	NEW	n/a	255	Mouse	F	8.5	60	Win	Juv		
2	P-	6/08/1999	MR2	F7	Ruscoe	NEW	n/a	289	Mouse	M	15.5	74	Win	Adult		
2	P-	6/08/1999	MR2	F8	Ruscoe	NEW	n/a	168	Mouse	F	19	72	Win	Adult		
2	P-	6/08/1999	MR2	G2	Ruscoe	OLD	n/a	96	Mouse	F	20	73	Aut	Adult		
2	P-	6/08/1999	MR2	G6	Ruscoe	NEW	n/a	118	Mouse	F	12	60	Win	Adult		
2	P-	6/08/1999	MR2	G9	Ruscoe	NEW	n/a	282	Mouse	M	10.5	65	Win	Adult		
2	P-	6/08/1999	MR2	H1	Ruscoe	NEW	n/a	295	Mouse	M	13	65	Win	Adult		
2	P-	6/08/1999	MR2	H2	Drew	NEW	n/a	301	Mouse	F	12	70	Win	Juv		
2	P-	6/08/1999	MR2	H3	Drew	SE										
2	P-	6/08/1999	MR2	H4	Drew	NEW	n/a	330	Mouse	F	11	63	Win	Juv		
2	P-	6/08/1999	MR2	H5	Drew	NEW	n/a	331	Mouse	M	22	80	Win	Adult		
2	P-	6/08/1999	MR2	H6	Drew	NEW	n/a	332	Mouse	M	17	78	Win	Adult		
2	P-	6/08/1999	MR2	H7	Drew	NEW	n/a	333	Mouse	F	16	75	Win	Preg		
2	P-	6/08/1999	MR2	H8	Drew	NEW	n/a	334	Mouse	F	16	75	Win	Preg		
2	P-	6/08/1999	MR2	I2	Drew	NEW	n/a	336	Mouse	M	18.5	78	Win	Adult		
2	P-	6/08/1999	MR2	I3	Drew	RECAP	n/a	11	Mouse	F	18	80	Win	Adult		
2	P-	6/08/1999	MR2	I6	Drew	NEW	n/a	335	Mouse	M	16	75	Win	Adult		
2	P-	6/08/1999	R1	A1	Ruscoe	DEAD	n/a		Mouse							
2	P-	6/08/1999	R1	A6	Ruscoe	DEAD	n/a		Mouse							
2	P-	6/08/1999	R1	A8	Ruscoe	DEAD	n/a		Mouse							
2	P-	6/08/1999	R1	B1	Ruscoe	NEW	1016	1020	Ship Rat	M	106	145		Adult		Right Tag changed from 1011 to 1020 (6/08/1999).
2	P-	6/08/1999	R1	B4	Ruscoe	DEAD	n/a		Mouse							
2	P-	6/08/1999	R1	B9	Ruscoe	DEAD	n/a		Mouse							
2	P-	6/08/1999	R1	C2	Drew	NEW	1142	1115	Ship Rat	M	100	157		Adult		
2	P-	6/08/1999	R1	C6	Drew	DEAD	n/a		Mouse							
2	P-	6/08/1999	R1	F3	Ruscoe	DEAD	n/a		Mouse							
2	P-	6/08/1999	R1	H2	Drew	SE										Rifleman - released alive
2	P-	6/08/1999	R1	H5	Drew	DEAD	n/a		Mouse							
2	P-	6/08/1999	R1	I2	Ruscoe	DEAD	n/a		Mouse							
2	P-	6/08/1999	R1	I4	Ruscoe	DEAD	n/a		Mouse							
2	P-	6/08/1999	R1	I5	Ruscoe	DEAD	n/a		Mouse							
2	P-	6/08/1999	R1	I9	Ruscoe	SE										
2	P-	6/08/1999	R2	A1	Young	NEW	1176	1017	Ship Rat	F	109	150		Adult		
2	P-	6/08/1999	R2	B1	Yockney	DEAD	n/a		Mouse							
2	P-	6/08/1999	R2	B2	Yockney	DEAD	n/a		Mouse							
2	P-	6/08/1999	R2	B3	Yockney	DEAD	n/a		Mouse							
2	P-	6/08/1999	R2	C6	Yockney	DEAD	n/a		Mouse							
2	P-	6/08/1999	R2	C7	Yockney	DEAD	n/a		Mouse							
2	P-	6/08/1999	R2	C9	Yockney	DEAD	n/a		Mouse							
2	P-	6/08/1999	R2	F3	Yockney	DEAD	n/a		Mouse							
2	P-	6/08/1999	R2	F4	Yockney	DEAD	n/a		Mouse							
2	P-	6/08/1999	R2	F5	Yockney	DEAD	n/a		Mouse							
2	P-	6/08/1999	R2	F7	Yockney	DEAD	n/a		Mouse							
2	P-	6/08/1999	R2	F9	Yockney	DEAD	n/a		Mouse							
2	P-	6/08/1999	R2	G1	Yockney	DEAD	n/a		Mouse							
